,Candidate ID,mostRelevantField,mostRelevantUni,highestDegree
412,5e24d9778dbee800dd1d6e13,Mechanical Eng,Other,Masters
413,5e3311628dbee800dd1d7a9e,Business,MIT,Masters
414,5e517f4f6b8e7400d252fbf5,Other,Other,Other
415,5e41ce708dbee800dd1d8d2d,Electrical Eng,Harvard,PhD
416,5e3c74c48dbee800dd1d883a,Biology,BU,PhD
417,5e4317e28dbee800dd1d8fe0,Other,MIT,Masters
418,5e424c228dbee800dd1d8df2,Biology,Other,PhD
419,5e381db18dbee800dd1d7fd1,Biology,BU,Masters
420,5e512dab6b8e7400d252f881,CS,Other,Bachelors
421,5e3f88648dbee800dd1d8b0a,Mechanical Eng,Other,Bachelors
422,5e4d87113acdaa00d34d81a1,Other,UMass Amherst,Masters
423,5e4406a38dbee800dd1d928d,CS,Other,Bachelors
424,5e508b7f6b8e7400d252f5a0,AI,Other,Masters
425,5e4ccebe3acdaa00d34d7de4,Other,Hult Business,MBA
426,5e43ad018dbee800dd1d9135,Business,Hult Business,MBA
427,5e38756a8dbee800dd1d809b,Other,Harvard,Masters
428,5e2b86898dbee800dd1d741e,Biology,Harvard,Bachelors
429,5e3959558dbee800dd1d81ba,CS,Northeastern,Masters
430,5e5053decb31a300d283173d,Finance,Other,Masters
431,5e1caa0a8dbee800dd1d6a4c,Policital Sci,Harvard,Masters
432,5e472c5d3acdaa00d34d6d7a,CS,Other,Bachelors
433,5e337e848dbee800dd1d7b34,Business,MIT,PhD
434,5e516d8e6b8e7400d252fb65,Other,Other,Other
435,5e2f5aba8dbee800dd1d775a,Other,NYU,Masters
436,5e51b3507504bb00d2f54cb7,Biology,Other,Postdoc
437,5e51675c7504bb00d2f54b42,Business,Other,MBA
438,5e3b63848dbee800dd1d85da,Biology,Other,Masters
439,5e28a27b8dbee800dd1d7151,Other,NYU,Bachelors
440,5e50adaf5eb42900d3c0bc84,CS,Other,Bachelors
441,5e518a25cb31a300d2831ee6,Other,Other,Other
442,5e4f6c21d00f9f00d3d5b6ea,Other,Tufts,Bachelors
443,5e4f0562d00f9f00d3d5b325,Data Science,Other,Masters
444,5e50458d6b8e7400d252f482,Data Science,MIT,Bachelors
445,5e3230e28dbee800dd1d79b7,CS,BU,Bachelors
446,5e4b1a423acdaa00d34d762c,Physics,MIT,Bachelors
447,5e5134935eb42900d3c0bee6,Mechanical Eng,Other,Bachelors
448,5e4bf2913acdaa00d34d78d8,Finance,Harvard,Bachelors
449,5e445ed08dbee800dd1d93b1,Business,NYU,Masters
450,5e2a5a8e8dbee800dd1d731a,Biology,MIT,Postdoc
451,5e4af7203acdaa00d34d7596,Biology,Other,Masters
452,5e4d6a0a3acdaa00d34d80df,AI,MIT,Postdoc
453,5e42a7f58dbee800dd1d8e9b,Other,Harvard,Masters
454,5e4c0cb43acdaa00d34d79bd,Aero,MIT,Masters
455,5e4b6a463acdaa00d34d7721,Law,Other,Masters
456,5e4da15b3acdaa00d34d824e,Other,Northeastern,Bachelors
457,5e449cb28dbee800dd1d9406,Biology,MIT,Masters
458,5e35c30a8dbee800dd1d7d6e,Biology,Other,Masters
459,5e0e453f8dbee800dd1d673c,Mechanical Eng,UMass Amherst,Masters
460,5e4c948f3acdaa00d34d7ce3,Business,Northeastern,Masters
461,5e31be088dbee800dd1d7973,Other,Northeastern,Masters
462,5e4d8bfe3acdaa00d34d81e4,Materials,MIT,PhD
463,5e5159895eb42900d3c0c0a1,Other,Other,Other
464,5e512cb2cb31a300d2831aed,Other,Other,Bachelors
465,5e35b3848dbee800dd1d7d63,Business,MIT,Masters
466,5e514df4cb31a300d2831c81,Other,Other,Other
467,5e2f00a28dbee800dd1d7634,Other,NYU,Masters
468,5e3d9c248dbee800dd1d898e,Mechanical Eng,NYU,Masters
469,5e2f0a198dbee800dd1d7654,Data Science,Other,Masters
470,5e517d6d6b8e7400d252fbe9,Other,Other,Other
471,5e4d5ca33acdaa00d34d8077,Business,Hult Business,Masters
472,5e379a2d8dbee800dd1d7e99,Business,MIT,Masters
473,5e5132e37504bb00d2f548e1,Other,Other,Masters
474,5e2df0cc8dbee800dd1d750d,CS,MIT,Bachelors
475,5e502ab35eb42900d3c0ba9e,Finance,Northeastern,MBA
476,5e2fac858dbee800dd1d779c,Electrical Eng,BU,PhD
477,5e279c5b8dbee800dd1d7058,Mechanical Eng,Northeastern,Bachelors
478,5e38d68b8dbee800dd1d8134,Finance,MIT,Masters
479,5df718df8dbee800dd1d65a0,CS,Dartmouth,Bachelors
480,5e3b1f518dbee800dd1d8572,Biology,UMass Amherst,Bachelors
481,5e3192988dbee800dd1d7947,CS,Dartmouth,Bachelors
482,5e28a2668dbee800dd1d714e,Business,Other,MBA
483,5e45df423acdaa00d34d6a5b,Materials,Harvard,Masters
484,5e42f8078dbee800dd1d8f5c,Finance,Harvard,Masters
485,5e5052d07504bb00d2f5450e,CS,Other,Bachelors
486,5de135e28dbee800dd1d645a,Policital Sci,Wellesley,Bachelors
487,5e3ab7568dbee800dd1d842e,Biology,Harvard,PhD
488,5e4bfe433acdaa00d34d7971,Biology,Other,Masters
489,5e4eb5d5d00f9f00d3d5afa7,CS,MIT,Masters
490,5e506dcf6b8e7400d252f52f,Data Science,Other,Masters
491,5e51910a7504bb00d2f54c99,Other,Other,Other
492,5e4d7a273acdaa00d34d8148,Civil Eng,MIT,Masters
493,5e43424b8dbee800dd1d903c,Finance,Hult Business,MBA
494,5e513b6b7504bb00d2f54939,Other,MIT,Masters
495,5e331b968dbee800dd1d7ad3,Physics,BU,Bachelors
496,5e5179d87504bb00d2f54bf0,Other,Other,Other
497,5e5024b55eb42900d3c0ba78,Business,Hult Business,MBA
498,5e4b65f43acdaa00d34d770e,Policital Sci,Boston College,Bachelors
499,5e4c0acd3acdaa00d34d79b2,CS,Harvard,Bachelors
500,5dfa4c518dbee800dd1d6629,Policital Sci,Dartmouth,Bachelors
501,5e3c67c18dbee800dd1d87d6,Business,Other,Masters
502,5e35f7f28dbee800dd1d7d95,Finance,Wellesley,Other
503,5e3ae5d08dbee800dd1d84be,Data Science,BU,MBA
504,5e4475258dbee800dd1d93d6,Mechanical Eng,MIT,High school
505,5e35bd568dbee800dd1d7d67,Biology,Other,Masters
506,5e385ef78dbee800dd1d806a,Data Science,Other,MD
507,5e5027b4cb31a300d28316b8,Business,Other,Bachelors
508,5e2623b08dbee800dd1d6ef4,CS,Other,Bachelors
509,5e3c47718dbee800dd1d877e,Marketing,Hult Business,Masters
510,5e516effcb31a300d2831de8,Finance,Other,Bachelors
511,5e317fa38dbee800dd1d7931,Data Science,Hult Business,MBA
512,5e1de1728dbee800dd1d6ad1,Data Science,MIT,Masters
513,5e4d8a4e3acdaa00d34d81cf,Policital Sci,NYU,Masters
514,5e4da2493acdaa00d34d8256,Business,Hult Business,MBA
515,5dfc10b88dbee800dd1d6684,Business,MIT,MBA
516,5e44078d8dbee800dd1d9291,CS,Wellesley,Bachelors
517,5e2ca6bd8dbee800dd1d74b8,Data Science,Wellesley,Bachelors
518,5e518883cb31a300d2831ed6,Other,Other,Other
519,5e4f3093d00f9f00d3d5b48a,Finance,Harvard,Bachelors
520,5e3637058dbee800dd1d7db9,Mechanical Eng,MIT,Bachelors
521,5e34ef598dbee800dd1d7d0d,AI,MIT,Bachelors
522,5e509b645eb42900d3c0bc16,Business,Other,Bachelors
523,5e3f880c8dbee800dd1d8b07,Other,Boston College,Masters
524,5e3883bc8dbee800dd1d80af,Other,MIT,Bachelors
525,5e51228c6b8e7400d252f840,Business,Other,Bachelors
526,5e43720e8dbee800dd1d90b5,Business,Hult Business,Masters
527,5e4bf5ef3acdaa00d34d78fb,CS,Harvard,Bachelors
528,5e4cb5383acdaa00d34d7d8d,Electrical Eng,Other,Other
529,5e4fd3a1d00f9f00d3d5b7ff,Data Science,MIT,Masters
530,5e5150485eb42900d3c0c033,Other,Other,Other
531,5e3deaf38dbee800dd1d8a42,Other,Other,PhD
532,5e3ce5568dbee800dd1d88d6,CS,MIT,Bachelors
533,5e3301188dbee800dd1d7a79,Data Science,MIT,Bachelors
534,5e25a2338dbee800dd1d6e77,Other,Harvard,Masters
535,5e5000e5d00f9f00d3d5b9bd,Data Science,MIT,MBA
536,5e4f5a85d00f9f00d3d5b67f,Business,Hult Business,MBA
537,5e3020f08dbee800dd1d77c8,Business,Other,Bachelors
538,5e149be28dbee800dd1d67ff,Biology,Harvard,PhD
539,5e44dc7b8dbee800dd1d9464,Finance,Wellesley,Bachelors
540,5e0979ef8dbee800dd1d66e9,Business,MIT,Masters
541,5e445c0e8dbee800dd1d93ae,Other,MIT,PhD
542,5e50a610cb31a300d2831871,Other,Other,Masters
543,5e50053dd00f9f00d3d5ba19,Finance,UConn,Masters
544,5e4ed5e6d00f9f00d3d5b125,Business,NYU,Bachelors
545,5e3847ba8dbee800dd1d8034,Business,Tufts,Masters
546,5e3ccb1e8dbee800dd1d889f,Biology,MIT,PhD
547,5e3c6a638dbee800dd1d87e0,CS,Harvard,Bachelors
548,5e4c3e053acdaa00d34d7aed,Biology,Harvard,PhD
549,5e30ebb48dbee800dd1d78f3,Finance,Other,Masters
550,5e4ebaf8d00f9f00d3d5affa,Business,Hult Business,MBA
551,5e4ea968d00f9f00d3d5ae65,Mechanical Eng,MIT,Masters
552,5e1df4708dbee800dd1d6adc,CS,Tufts,Bachelors
553,5e5152067504bb00d2f54a49,Aero,Other,Bachelors
554,5e2a01478dbee800dd1d72d7,Business,Other,MBA
555,5e4edf54d00f9f00d3d5b1bc,Data Science,Harvard,Masters
556,5e50b4fe6b8e7400d252f6e0,Other,Other,Bachelors
557,5e5139417504bb00d2f54921,Business,MIT,MBA
558,5e49d8d63acdaa00d34d70f3,Biology,Other,Other
559,5e5164f55eb42900d3c0c130,Other,Other,Masters
560,5e23286c8dbee800dd1d6da4,Policital Sci,MIT,Masters
561,5e50efe17504bb00d2f5481f,CS,Other,Bachelors
562,5e51831f7504bb00d2f54c43,Data Science,Other,Bachelors
563,5e42ef228dbee800dd1d8f3c,Business,Other,Masters
564,5e4efdbad00f9f00d3d5b2df,CS,MIT,PhD
565,5e4374178dbee800dd1d90bc,Finance,NYU,Masters
566,5e50998ecb31a300d283182f,Electrical Eng,BU,MBA
567,5e3b0adf8dbee800dd1d853d,Business,Other,Masters
568,5e27b52e8dbee800dd1d7062,Other,Harvard,Masters
569,5e500cf6d00f9f00d3d5ba7e,Biology,BU,Masters
570,5e35f08f8dbee800dd1d7d8f,Law,NYU,Masters
571,5e28f1cb8dbee800dd1d71a5,Biology,Other,Postdoc
572,5e3c2fd28dbee800dd1d872e,Other,Other,Other
573,5e44b94a8dbee800dd1d9432,Materials,Other,PhD
574,5e42038c8dbee800dd1d8d82,Data Science,Other,Masters
575,5e38833a8dbee800dd1d80ac,Electrical Eng,Tufts,Masters
576,5e441c748dbee800dd1d92e2,Business,Other,Masters
577,5e4c2bc83acdaa00d34d7a89,Business,Other,Masters
578,5e45a12a3acdaa00d34d69de,Other,BU,Bachelors
579,5e3adb548dbee800dd1d846e,Business,Wellesley,Bachelors
580,5e5152e77504bb00d2f54a54,Policital Sci,NYU,Bachelors
581,5e42f9f18dbee800dd1d8f61,CS,MIT,Bachelors
582,5e38dc038dbee800dd1d8142,Policital Sci,NYU,Bachelors
583,5e507d2b7504bb00d2f5457e,Finance,Other,Masters
584,5e0a95fb8dbee800dd1d6700,CS,Dartmouth,Bachelors
585,5e44132c8dbee800dd1d92c5,CS,MIT,Bachelors
586,5e4deab73acdaa00d34d83e0,Finance,Wellesley,Bachelors
587,5e50443c6b8e7400d252f47f,Biology,Other,PhD
588,5e3bb4258dbee800dd1d8634,CS,MIT,High school
589,5e38e6d38dbee800dd1d814d,Finance,Wellesley,Bachelors
590,5e3201688dbee800dd1d79ab,Biology,Other,PhD
591,5e4e9e13d00f9f00d3d5ae31,Other,Wellesley,Bachelors
592,5e31f4438dbee800dd1d7994,Law,BU,Bachelors
593,5e4dd9ff3acdaa00d34d8351,Data Science,MIT,Masters
594,5e39663f8dbee800dd1d81c9,Biology,Other,Postdoc
595,5e4c3a713acdaa00d34d7ad5,Biology,Northeastern,Masters
596,5e4ef8eed00f9f00d3d5b2b2,Biology,Northeastern,Bachelors
597,5e4d86fe3acdaa00d34d8199,Business,Harvard,Bachelors
598,5e516ad57504bb00d2f54b6a,Other,Other,Other
599,5e46c6953acdaa00d34d6c47,Physics,MIT,PhD
600,5e36f1c28dbee800dd1d7e11,Materials,MIT,PhD
601,5e514dd6cb31a300d2831c7e,Other,Other,Other
602,5e4c3ab33acdaa00d34d7adc,CS,Harvard,Bachelors
603,5e39ab738dbee800dd1d828f,Finance,Harvard,Other
604,5e1fea6e8dbee800dd1d6bd9,Data Science,MIT,MD
605,5e5039016b8e7400d252f459,Other,Other,Bachelors
606,5e51506bcb31a300d2831ca8,Other,Other,Bachelors
607,5e444d6f8dbee800dd1d9376,CS,MIT,Other
608,5e3345bd8dbee800dd1d7b12,Other,MIT,Masters
609,5e4d414e3acdaa00d34d7f9a,Other,Wellesley,Bachelors
610,5e50ac1bcb31a300d283189d,AI,Other,Bachelors
611,5e51885a5eb42900d3c0c277,Civil Eng,Other,Bachelors
612,5e31863b8dbee800dd1d7935,Biology,Harvard,Masters
613,5e32abfd8dbee800dd1d79e5,Mechanical Eng,MIT,Bachelors
614,5e220cad8dbee800dd1d6d4a,CS,NYU,Masters
615,5e4c39ea3acdaa00d34d7ad1,Other,MIT,PhD
616,5e4f5bffd00f9f00d3d5b688,Business,Hult Business,MBA
617,5e4c49f23acdaa00d34d7b52,Civil Eng,MIT,PhD
618,5e5059755eb42900d3c0bb20,Business,Other,Masters
619,5e4d86e93acdaa00d34d818f,Marketing,Hult Business,Bachelors
620,5e4d37ad3acdaa00d34d7f86,Business,Hult Business,Bachelors
621,5dff974e8dbee800dd1d66b7,CS,Other,Bachelors
622,5e399d9a8dbee800dd1d8270,Biology,Harvard,PhD
623,5e4d86ef3acdaa00d34d8192,Electrical Eng,Other,MBA
624,5e2b254d8dbee800dd1d737a,Biology,Other,PhD
625,5e4d927a3acdaa00d34d81f9,Aero,MIT,Bachelors
626,5e3997528dbee800dd1d825a,Other,MIT,PhD
627,5dd4cc5c8dbee800dd1d63b1,CS,Tufts,Bachelors
628,5e42dab78dbee800dd1d8f0f,Policital Sci,Other,Bachelors
629,5e517ca56b8e7400d252fbdc,Other,Other,Other
630,5e24db788dbee800dd1d6e1a,Business,MIT,PhD
631,5e516ae4cb31a300d2831dbb,Other,Other,Other
632,5e3ce0108dbee800dd1d88d3,Other,Other,Masters
633,5e35a22a8dbee800dd1d7d55,Marketing,Other,Masters
634,5dfd7a788dbee800dd1d66a9,Biology,Harvard,Postdoc
635,5ddb12f28dbee800dd1d63f6,Physics,MIT,PhD
636,5e3b02838dbee800dd1d8519,Other,Harvard,Masters
637,5e5164506b8e7400d252fb07,Physics,Other,Postdoc
638,5e516e146b8e7400d252fb69,Other,Other,Other
639,5e431f1d8dbee800dd1d8ffa,Finance,MIT,Masters
640,5e5140ba6b8e7400d252f957,Business,Hult Business,Masters
641,5e3642e48dbee800dd1d7ddc,Mechanical Eng,MIT,Bachelors
642,5e516e57cb31a300d2831de3,Other,Other,Other
643,5e4628453acdaa00d34d6abf,Other,Harvard,Postdoc
644,5e515de35eb42900d3c0c0d5,CS,Other,Other
645,5e3f5e708dbee800dd1d8adf,Other,Other,PhD
646,5e4feca2d00f9f00d3d5b8f7,Business,Northeastern,PhD
647,5e4d86ed3acdaa00d34d8191,Other,Northeastern,PhD
648,5dd975368dbee800dd1d63ea,AI,Other,Masters
649,5e330cd48dbee800dd1d7a95,Other,Other,MD
650,5e39c1008dbee800dd1d82c4,Other,MIT,Bachelors
651,5e39cce28dbee800dd1d82f5,AI,Other,Masters
652,5e504a5c6b8e7400d252f48c,Biology,Other,Bachelors
653,5e3b3c0d8dbee800dd1d85ad,Other,NYU,Bachelors
654,5e3346818dbee800dd1d7b16,CS,NYU,Masters
655,5e2b39148dbee800dd1d7394,Materials,Harvard,PhD
656,5e5174715eb42900d3c0c1d3,Other,Other,Other
657,5e4c23d43acdaa00d34d7a57,Business,Smith,Masters
658,5e4cad833acdaa00d34d7d73,AI,NYU,Masters
659,5e405a0e8dbee800dd1d8b6b,Other,Harvard,Masters
660,5e516cf85eb42900d3c0c195,Finance,Other,Masters
661,5e4b5b063acdaa00d34d76ef,Law,Other,Masters
662,5e30bda38dbee800dd1d7897,Other,NYU,Masters
663,5e4d86f73acdaa00d34d8195,Business,Other,MBA
664,5e5045e65eb42900d3c0bace,Biology,MIT,PhD
665,5e4d2c133acdaa00d34d7f70,Biology,MIT,High school
666,5e404b618dbee800dd1d8b60,Business,BU,MBA
667,5e263c948dbee800dd1d6efc,AI,BU,PhD
668,5e26c2378dbee800dd1d6f48,Finance,Other,MBA
669,5e4c07343acdaa00d34d79a5,Data Science,Hult Business,Masters
670,5e4f7e1dd00f9f00d3d5b722,Chemistry,MIT,Bachelors
671,5e42a1158dbee800dd1d8e8a,Biology,Other,Masters
672,5e3b95348dbee800dd1d860d,Finance,MIT,MBA
673,5e4efc44d00f9f00d3d5b2d7,Business,Other,PhD
674,5e2b5ca78dbee800dd1d73b9,CS,BU,MBA
675,5e3459498dbee800dd1d7c92,Aero,MIT,Masters
676,5e2644c98dbee800dd1d6eff,Biology,Other,Bachelors
677,5e46e6953acdaa00d34d6ca4,Business,Other,Bachelors
678,5e51794d7504bb00d2f54be4,Other,Other,Other
679,5e512f207504bb00d2f548be,CS,Other,Masters
680,5e51348d6b8e7400d252f8ca,Other,Other,Masters
681,5e2104be8dbee800dd1d6c7a,AI,Other,Bachelors
682,5e44d2648dbee800dd1d944b,Biology,Harvard,Masters
683,5e2b10078dbee800dd1d7356,Mechanical Eng,Hult Business,MBA
684,5e4db9b43acdaa00d34d82ca,Biology,Harvard,PhD
685,5e43f5a98dbee800dd1d9198,Physics,BU,Bachelors
686,5e4c21f63acdaa00d34d7a4e,Business,Other,Bachelors
687,5e50c8f8cb31a300d28319d3,CS,Other,Bachelors
688,5e39bfc28dbee800dd1d82bf,Marketing,Other,Bachelors
689,5e3cd9358dbee800dd1d88ae,Other,Tufts,Bachelors
690,5e4d54933acdaa00d34d8010,Physics,MIT,PhD
691,5e507100cb31a300d283179e,Other,Other,Bachelors
692,5e4da86a3acdaa00d34d8282,CS,Harvard,Bachelors
693,5e42f52d8dbee800dd1d8f54,Finance,Other,Bachelors
694,5e33830f8dbee800dd1d7b4b,Civil Eng,Tufts,Masters
695,5e4dd1193acdaa00d34d8337,Business,Other,MBA
696,5e515b2c6b8e7400d252fa98,Other,Other,Other
697,5e4ed1e2d00f9f00d3d5b10f,Other,Other,Masters
698,5e4d69d13acdaa00d34d80da,Biology,Harvard,Bachelors
699,5e4d87093acdaa00d34d819e,Business,Hult Business,MBA
700,5e4c668a3acdaa00d34d7bf2,Finance,Harvard,Bachelors
701,5e5131a8cb31a300d2831b27,Business,Other,Masters
702,5e49f8323acdaa00d34d7140,Biology,Other,Bachelors
703,5e5148827504bb00d2f549d6,Biology,Other,Bachelors
704,5e484f543acdaa00d34d6ebe,Physics,Brandeis,PhD
705,5e3ae4748dbee800dd1d84b9,Aero,MIT,Postdoc
706,5e4d5b0d3acdaa00d34d805b,Mechanical Eng,MIT,Bachelors
707,5e5057b15eb42900d3c0bb1a,Biology,Other,Bachelors
708,5e4ad33e3acdaa00d34d7466,Business,NYU,Masters
709,5e5174037504bb00d2f54bc1,CS,Other,Bachelors
710,5e1bb7cb8dbee800dd1d6a13,Business,Harvard,MBA
711,5e51729b7504bb00d2f54bb2,CS,Other,Masters
712,5e397c1c8dbee800dd1d81f6,Business,Harvard,Bachelors
713,5e3c4f708dbee800dd1d87a0,Mechanical Eng,MIT,Bachelors
714,5e24821d8dbee800dd1d6def,AI,Northeastern,Masters
715,5e3c6c6f8dbee800dd1d87e9,CS,MIT,Postdoc
716,5e4d67683acdaa00d34d80c4,CS,Other,Masters
717,5e50584b6b8e7400d252f4e4,Aero,Other,Bachelors
718,5e4d35b23acdaa00d34d7f80,Business,MIT,Masters
719,5e39ba688dbee800dd1d82b7,Finance,MIT,Masters
720,5e4e02673acdaa00d34d84e8,CS,MIT,Bachelors
721,5e4f157dd00f9f00d3d5b390,AI,MIT,PhD
722,5e4ea6e1d00f9f00d3d5ae59,Biology,Other,Masters
723,5e49c1bd3acdaa00d34d70c3,CS,BU,MBA
724,5e330e3b8dbee800dd1d7a98,Aero,MIT,Masters
725,5e2a67608dbee800dd1d7321,Other,Other,Bachelors
726,5e3999ae8dbee800dd1d826a,Other,Harvard,Masters
727,5e50a929cb31a300d2831885,Biology,Other,Bachelors
728,5e3310258dbee800dd1d7a9b,Data Science,Other,Bachelors
729,5e502e82cb31a300d28316c5,Finance,MIT,Masters
730,5e24d8cd8dbee800dd1d6e10,Data Science,MIT,MBA
731,5e50b23c6b8e7400d252f6ae,Other,Other,Bachelors
732,5e5038f95eb42900d3c0bab3,Mechanical Eng,Tufts,Masters
733,5e51638a7504bb00d2f54b12,CS,Harvard,Masters
734,5e4d71413acdaa00d34d810f,Finance,Northeastern,Masters
735,5e517b3bcb31a300d2831e51,Other,Other,Masters
736,5e4f4764d00f9f00d3d5b533,Mechanical Eng,BU,Bachelors
737,5e50afa8cb31a300d28318cc,Biology,Other,PhD
738,5e30b0218dbee800dd1d786b,Data Science,Other,Bachelors
739,5e344a268dbee800dd1d7c65,Business,Other,MBA
740,5e2b17f28dbee800dd1d735b,Chemistry,MIT,PhD
741,5e2b210e8dbee800dd1d7368,CS,MIT,Bachelors
742,5e4c56bc3acdaa00d34d7b90,CS,Harvard,Bachelors
743,5e1df7a18dbee800dd1d6aed,CS,MIT,Bachelors
744,5e517e2d7504bb00d2f54c13,Business,Other,Masters
745,5e28417d8dbee800dd1d70a9,Other,WPI,Masters
746,5e4c45df3acdaa00d34d7b30,Mechanical Eng,MIT,High school
747,5e416ecd8dbee800dd1d8c57,Aero,Other,Bachelors
748,5e247ae68dbee800dd1d6dec,Physics,Other,Bachelors
749,5e50526fcb31a300d283172f,CS,Other,Bachelors
750,5e3f0a5f8dbee800dd1d8a9c,Data Science,Hult Business,Masters
751,5e28ae808dbee800dd1d7164,Data Science,NYU,Masters
752,5e278a388dbee800dd1d7044,CS,NYU,Masters
753,5e4de6a53acdaa00d34d83bd,Biology,Other,Postdoc
754,5e2f14938dbee800dd1d7667,CS,NYU,Masters
755,5e1df51d8dbee800dd1d6adf,Other,Northeastern,Masters
756,5e2937158dbee800dd1d71b7,Data Science,Other,Masters
757,5e4c4a943acdaa00d34d7b55,Business,NYU,Masters
758,5e435f568dbee800dd1d906a,Other,Other,Bachelors
759,5e304e5e8dbee800dd1d77e3,Marketing,NYU,Masters
760,5e4972bb3acdaa00d34d6fd2,Business,Brandeis,Masters
761,5e3785938dbee800dd1d7e8a,Finance,Other,Other
762,5e3cdf898dbee800dd1d88cb,CS,NYU,Bachelors
763,5e51350d7504bb00d2f548fb,Other,Other,Other
764,5e3446648dbee800dd1d7c59,Biology,MIT,High school
765,5e1fc7768dbee800dd1d6bc8,Biology,Other,MD
766,5e4c34b33acdaa00d34d7ac4,Mechanical Eng,Other,Bachelors
767,5e2615ae8dbee800dd1d6ee8,Other,Other,MD
768,5e46c6eb3acdaa00d34d6c4a,Finance,Hult Business,Masters
769,5e456b2c8dbee800dd1d957f,Other,Other,Masters
770,5e4f1a3bd00f9f00d3d5b3d7,Other,Northeastern,Masters
771,5e31f7258dbee800dd1d799f,CS,Other,Bachelors
772,5e5147f86b8e7400d252f9bd,Other,Other,Other
773,5e4c7f713acdaa00d34d7c6f,Aero,MIT,Masters
774,5e5089127504bb00d2f545be,Business,Other,MBA
775,5e4456448dbee800dd1d93a7,Other,MIT,Masters
776,5e447ffb8dbee800dd1d93e0,Electrical Eng,MIT,Postdoc
777,5e4eacfad00f9f00d3d5aecf,CS,MIT,PhD
778,5e4cd3f23acdaa00d34d7df0,Other,WPI,Masters
779,5e4d48563acdaa00d34d7fc2,CS,NYU,Masters
780,5e4a12373acdaa00d34d717c,AI,MIT,PhD
781,5e421dde8dbee800dd1d8dbe,Data Science,Harvard,Masters
782,5e44bed88dbee800dd1d943d,Finance,Other,High school
783,5e3ad1418dbee800dd1d8446,Finance,MIT,Masters
784,5e509b675eb42900d3c0bc19,Policital Sci,Harvard,Bachelors
785,5e2a027e8dbee800dd1d72e7,Biology,MIT,Postdoc
786,5e4bf2d43acdaa00d34d78dd,Other,Other,Masters
787,5e35da388dbee800dd1d7d76,Business,Hult Business,Masters
788,5e1732228dbee800dd1d68f1,Business,Hult Business,MBA
789,5e4d46623acdaa00d34d7fb0,Biology,MIT,Bachelors
790,5e49b7583acdaa00d34d7066,Business,Other,PhD
791,5e513470cb31a300d2831b44,AI,Other,Masters
792,5e514d706b8e7400d252fa01,Biology,Other,Bachelors
793,5e4c0df63acdaa00d34d79c7,Business,Other,MBA
794,5e45ef853acdaa00d34d6a67,CS,MIT,Bachelors
795,5e4722ea3acdaa00d34d6d63,Finance,Other,MBA
796,5e4bf6003acdaa00d34d7900,CS,Harvard,Bachelors
797,5e22bb698dbee800dd1d6d91,Data Science,MIT,Bachelors
798,5e4dd1063acdaa00d34d8331,Business,Hult Business,MBA
799,5e517a807504bb00d2f54bfb,Other,Other,Other
800,5e46ca313acdaa00d34d6c5c,Business,Other,Bachelors
801,5e2fac1b8dbee800dd1d7798,Law,Harvard,Masters
802,5e4de3b53acdaa00d34d837b,Law,Other,Bachelors
803,5e4ae4ec3acdaa00d34d74d6,Mechanical Eng,Other,Masters
804,5e24dce88dbee800dd1d6e1d,Business,Hult Business,MBA
805,5e4823293acdaa00d34d6e86,CS,Dartmouth,Bachelors
806,5e5177036b8e7400d252fbad,Business,Other,Bachelors
807,5e3f75ec8dbee800dd1d8af1,Biology,Other,Postdoc
808,5e43987d8dbee800dd1d9117,Business,Hult Business,Masters
809,5e50e3facb31a300d2831a40,Biology,Other,Bachelors
810,5e504d515eb42900d3c0bae6,Other,Other,Bachelors
811,5e483def3acdaa00d34d6eb4,AI,Other,Postdoc
812,5e4d6cb93acdaa00d34d80f8,CS,Harvard,Bachelors
813,5e4d8b713acdaa00d34d81dc,Other,Harvard,Masters
814,5e3d7ff78dbee800dd1d8969,Chemistry,Northeastern,Bachelors
815,5e4f3664d00f9f00d3d5b4a8,Business,Other,MBA
816,5e4f1f30d00f9f00d3d5b415,Finance,Other,Masters
817,5e500b05d00f9f00d3d5ba5b,Finance,Other,MBA
818,5e4df0693acdaa00d34d8433,Biology,Other,Masters
819,5e4eb917d00f9f00d3d5afcd,Biology,Tufts,PhD
820,5e53d2600825bb00d3ac3f7f,Other,Other,Other
821,5e3081fc8dbee800dd1d7818,Business,Hult Business,Other
822,5e2c2f0f8dbee800dd1d7450,Other,Harvard,Masters
823,5e50548c5eb42900d3c0bb0f,Other,Other,Masters
824,5e417c788dbee800dd1d8c74,Other,BU,Bachelors
825,5e2e499d8dbee800dd1d75d7,Biology,BU,Bachelors
826,5e4a1db73acdaa00d34d7197,Biology,MIT,Masters
827,5e246ed78dbee800dd1d6ddf,Business,Hult Business,MBA
828,5e3035638dbee800dd1d77d1,Civil Eng,Northeastern,Bachelors
829,5e5149e9cb31a300d2831c54,Other,Other,Bachelors
830,5e512dc7cb31a300d2831af4,Other,Other,Masters
831,5e50bd286b8e7400d252f724,Other,MIT,Bachelors
832,5e31f6308dbee800dd1d799c,Policital Sci,BU,Bachelors
833,5e29c85d8dbee800dd1d7276,Other,Wellesley,Bachelors
834,5e1e25518dbee800dd1d6b31,Biology,MIT,PhD
835,5e433b6a8dbee800dd1d9036,Other,Other,Masters
836,5e359d0f8dbee800dd1d7d49,CS,MIT,Bachelors
