,User ID,mostRelevantField,mostRelevantUni,highestDegree
858,153323,Finance,Dartmouth,Bachelors
859,153350,Other,MIT,Bachelors
860,153370,Other,Hult Business,MBA
861,153384,Other,Harvard,High school
862,153388,Other,Tufts,Masters
863,153428,Finance,Other,Bachelors
864,153464,Business,MIT,MBA
865,153477,Business,Northeastern,Masters
866,153482,Other,Other,Bachelors
867,153489,Industrial Eng,Northeastern,Masters
868,153490,Biology,Other,Other
869,153492,Business,Northeastern,Masters
870,153493,Biology,Other,Masters
871,153494,Business,Northeastern,Masters
872,153507,Other,Other,Masters
873,153544,Data Science,Other,Bachelors
874,153559,Law,Other,Masters
875,153584,Other,Tufts,Bachelors
876,153590,Other,Dartmouth,Bachelors
877,153603,Other,Other,Other
878,153626,Biology,Other,Other
879,153648,Electrical Eng,Other,Other
880,153660,Finance,Other,Other
881,153701,Biology,Other,PhD
882,153713,Other,Other,MBA
883,153732,CS,Other,Masters
884,153744,Law,Harvard,Masters
885,153751,Electrical Eng,Other,Other
886,153752,Chemistry,MIT,Masters
887,153755,CS,MIT,Bachelors
888,153756,Other,Harvard,Masters
889,153758,Business,MIT,Bachelors
890,153759,CS,MIT,Bachelors
891,153761,Other,MIT,Bachelors
892,153762,Physics,Other,PhD
893,153764,Mechanical Eng,MIT,Bachelors
894,153765,CS,MIT,Bachelors
895,153766,Mechanical Eng,Other,PhD
896,153767,Other,MIT,MBA
897,153774,CS,MIT,Bachelors
898,153775,Other,MIT,Bachelors
899,153776,Other,MIT,Bachelors
900,153777,CS,MIT,Bachelors
901,153778,Materials,Other,Other
902,153779,CS,MIT,PhD
903,153780,Other,MIT,Bachelors
904,153781,Other,Other,Masters
905,153782,Other,Other,Masters
906,153787,Biology,MIT,Bachelors
907,153788,Electrical Eng,Other,PhD
908,153791,Business,NYU,Bachelors
909,153793,CS,MIT,Bachelors
910,153796,Other,MIT,Bachelors
911,153842,Other,Other,Other
912,153888,Other,Other,Bachelors
913,153930,Materials,Other,PhD
914,154037,Physics,Other,Masters
915,154061,Mechanical Eng,Other,Other
916,154105,Biology,Harvard,PhD
917,154121,Electrical Eng,MIT,PhD
918,154135,Law,Other,Other
919,154148,CS,MIT,Masters
920,154149,Mechanical Eng,MIT,Masters
921,154156,Mechanical Eng,MIT,Masters
922,154164,Other,Other,Masters
923,154171,CS,MIT,Bachelors
924,154177,Chemistry,MIT,PhD
925,154195,Biology,Other,Other
926,154209,Other,Dartmouth,Bachelors
927,154234,Biology,Other,PhD
928,154235,Other,Other,Masters
929,154239,Business,Other,MBA
930,154240,Other,Harvard,Masters
931,154241,Biology,Other,Masters
932,154254,CS,MIT,Masters
933,154258,Other,MIT,Masters
934,154261,Mechanical Eng,MIT,Bachelors
935,154263,Aero,MIT,Masters
936,154266,Other,Other,Bachelors
937,154267,Mechanical Eng,Other,Bachelors
938,154295,Finance,Other,Bachelors
939,154323,Other,MIT,PhD
940,154333,Finance,Other,Other
941,154341,Other,Hult Business,MBA
942,154345,Other,Hult Business,MBA
943,154350,CS,MIT,Bachelors
944,154352,Other,Harvard,Masters
945,154354,Data Science,MIT,Bachelors
946,154357,Other,Hult Business,MBA
947,154365,CS,Other,Masters
948,154366,Other,Other,Bachelors
949,154375,CS,MIT,Bachelors
950,154381,CS,MIT,Bachelors
951,154385,Business,Other,Masters
952,154387,Other,MIT,Masters
953,154388,Biology,BU,PhD
954,154390,Mechanical Eng,MIT,Masters
955,154392,Biology,MIT,Bachelors
956,154393,Other,MIT,Bachelors
957,154394,Physics,Other,PhD
958,154396,Other,MIT,MBA
959,154397,Other,Other,Other
960,154409,Other,Hult Business,MBA
961,154410,Other,MIT,Bachelors
962,154411,Finance,Other,Masters
963,154412,Business,Other,Masters
964,154416,Other,Other,MBA
965,154427,Other,Harvard,Masters
966,154430,Electrical Eng,Other,Masters
967,154431,Materials,MIT,PhD
968,154438,Finance,Other,Other
969,154439,Mechanical Eng,MIT,Bachelors
970,154441,Business,Other,Masters
971,154442,Other,Other,MBA
972,154443,Other,Hult Business,Masters
973,154445,Mechanical Eng,MIT,Masters
974,154447,Other,MIT,MBA
975,154448,Other,Other,Other
976,154454,Other,Other,Masters
977,154459,Electrical Eng,Tufts,Bachelors
978,154465,Other,Other,Other
979,154562,Electrical Eng,Other,Other
980,154573,Electrical Eng,Other,Other
981,154584,Biology,Other,Masters
982,154592,Marketing,Other,Other
983,154686,Mechanical Eng,MIT,Bachelors
984,154688,Business,Other,Bachelors
985,154699,Materials,MIT,PhD
986,154702,Other,Other,PhD
987,154706,Physics,Other,Other
988,154710,Mechanical Eng,MIT,PhD
989,154724,Other,Other,Bachelors
990,154727,CS,MIT,PhD
991,154731,Physics,Harvard,PhD
992,154742,Biology,Other,Other
993,154743,Other,Harvard,Masters
994,154757,Mechanical Eng,MIT,PhD
995,154758,CS,MIT,Bachelors
996,154773,Other,Other,Bachelors
997,154776,Other,Harvard,Masters
998,154783,Business,Other,Masters
999,154787,Other,Other,Masters
1000,154808,Biology,Other,Other
1001,154818,Other,Hult Business,Masters
1002,154819,Other,Other,Other
1003,154823,Other,Other,PhD
1004,154824,AI,MIT,PhD
1005,154832,Other,Other,Bachelors
1006,154833,Law,Other,PhD
1007,154834,Biology,MIT,Bachelors
1008,154836,Other,Other,Other
1009,154838,Civil Eng,MIT,Masters
1010,154839,Law,Other,PhD
1011,154842,Business,Other,Other
1012,154847,Other,NYU,PhD
1013,154850,Other,Other,Masters
1014,154852,Other,NYU,Masters
1015,154858,Other,Other,MBA
1016,154859,Business,Other,Masters
1017,154862,Biology,Other,Other
1018,154871,CS,Other,Bachelors
1019,154872,Materials,MIT,PhD
1020,154875,CS,Other,Bachelors
1021,154876,Other,MIT,Masters
1022,154877,CS,MIT,PhD
1023,154879,Other,Harvard,Masters
1024,154880,Biology,Harvard,PhD
1025,154881,Other,Harvard,Masters
1026,154882,Mechanical Eng,NYU,Bachelors
1027,154884,Mechanical Eng,MIT,Bachelors
1028,154887,Mechanical Eng,MIT,PhD
1029,154888,Business,Tufts,Masters
1030,154889,Mechanical Eng,MIT,Masters
1031,154891,Business,Other,Other
1032,154897,CS,MIT,Bachelors
1033,154898,Other,Other,Other
1034,154914,CS,Other,Other
1035,154918,Other,Other,Masters
1036,154944,Other,Harvard,Masters
1037,154949,Business,Other,Masters
1038,154953,Other,Other,Other
1039,154954,Other,Harvard,Masters
1040,154955,Finance,Hult Business,Masters
1041,154963,Chemistry,Other,Masters
1042,154970,Chemistry,MIT,Bachelors
1043,154976,Business,Other,Other
1044,154977,Other,Harvard,Masters
1045,154979,Electrical Eng,Other,Other
1046,154993,Chemistry,Other,Bachelors
1047,155000,Physics,Other,PhD
1048,155002,Finance,Boston College,Bachelors
1049,155003,Other,Other,Bachelors
1050,155008,Other,Harvard,Masters
1051,155009,Other,Harvard,Masters
1052,155010,Other,Other,Bachelors
1053,155012,CS,Dartmouth,Masters
1054,155013,Biology,Other,Other
1055,155015,Business,Other,Masters
1056,155018,Other,MIT,Masters
1057,155019,Other,Harvard,Masters
1058,155020,Other,Harvard,Masters
1059,155021,Other,Other,Masters
1060,155048,Other,Other,PhD
1061,155057,Mechanical Eng,Other,Bachelors
1062,155060,CS,Other,Masters
1063,155068,Law,Other,Masters
1064,155082,Other,Northeastern,Masters
1065,155084,Electrical Eng,Other,Bachelors
1066,155089,Other,Other,Bachelors
1067,155090,Other,Harvard,Masters
1068,155099,Other,Hult Business,MBA
1069,155100,Business,Other,Other
1070,155102,Mechanical Eng,Other,Other
1071,155106,Business,Other,Other
1072,155111,Finance,Harvard,Masters
1073,155112,Other,Other,Masters
1074,155113,Chemistry,MIT,Bachelors
1075,155116,Other,MIT,Bachelors
1076,155119,Other,Other,PhD
1077,155121,Finance,Other,Bachelors
1078,155122,Other,MIT,MBA
1079,155123,Other,Other,PhD
1080,155126,Biology,MIT,Bachelors
1081,155128,Other,MIT,Masters
1082,155129,Other,Other,Other
1083,155132,Other,Other,Masters
1084,155137,Business,Harvard,Masters
1085,155145,Finance,Other,Bachelors
1086,155146,Other,Harvard,Masters
1087,155149,Other,Harvard,Masters
1088,155151,Other,Harvard,Masters
1089,155153,Finance,Other,Masters
1090,155156,Other,Other,MBA
1091,155157,Other,Other,Bachelors
1092,155158,Other,Other,PhD
1093,155160,Finance,Other,Bachelors
1094,155162,Other,BU,Bachelors
1095,155164,Other,Other,Bachelors
1096,155172,Other,Boston College,Bachelors
1097,155183,Business,MIT,Masters
1098,155274,Biology,Other,Masters
1099,155534,Biology,Other,Masters
1100,155670,Business,Other,Other
1101,155711,Other,Harvard,Masters
1102,155713,Business,Other,Other
1103,155718,Other,Harvard,PhD
1104,155727,Chemistry,Other,Other
1105,155736,Other,Other,Other
1106,155762,Other,Other,Masters
1107,155769,Chemistry,Other,Other
1108,155775,Other,Other,Masters
1109,155789,Other,Harvard,Masters
1110,155804,Other,Other,Masters
1111,155808,CS,Other,Other
1112,155820,CS,Dartmouth,Masters
1113,155822,Other,Harvard,Masters
1114,155827,Other,MIT,PhD
1115,155832,Business,Other,Other
1116,155833,Biology,Other,PhD
1117,155843,Finance,Boston College,Bachelors
1118,155845,Other,Harvard,Bachelors
1119,155846,Biology,Tufts,Bachelors
1120,155854,Other,MIT,Masters
1121,155859,Finance,Other,Masters
1122,155870,Other,MIT,PhD
1123,155879,Other,Other,Other
1124,155891,CS,MIT,Bachelors
1125,155893,Other,Other,Masters
1126,155894,Business,MIT,Masters
1127,155898,Other,Other,Other
1128,155908,Other,Other,Masters
1129,155911,Other,Harvard,Masters
1130,155913,Other,MIT,MBA
1131,155916,Business,MIT,Masters
1132,155922,Finance,MIT,Masters
1133,155923,Other,Other,Other
1134,155925,Other,MIT,PhD
1135,155940,Other,Other,Masters
1136,155944,CS,MIT,Bachelors
1137,155950,Other,Harvard,Masters
1138,155952,Business,Harvard,Masters
1139,155957,Finance,Tufts,Masters
1140,155971,Other,Other,Bachelors
1141,155975,Other,Harvard,Bachelors
1142,155978,Other,Harvard,Bachelors
1143,155980,Physics,Other,Masters
1144,155981,CS,Harvard,Bachelors
1145,155985,Data Science,Harvard,Masters
1146,155991,Other,Other,Masters
1147,155994,Other,Other,Bachelors
1148,156001,CS,Other,PhD
1149,156003,CS,Other,PhD
1150,156004,Physics,Other,Bachelors
1151,156006,Data Science,BU,Masters
1152,156012,CS,Dartmouth,Bachelors
1153,156016,Business,Other,Masters
1154,156018,Biology,Other,PhD
1155,156020,Electrical Eng,Other,Other
1156,156022,Mechanical Eng,BU,Masters
1157,156023,CS,NYU,Masters
1158,156024,Other,Other,Bachelors
1159,156025,Finance,Harvard,Bachelors
1160,156027,CS,BU,Bachelors
1161,156028,Other,Other,PhD
1162,156029,Physics,Other,Other
1163,156030,Finance,Harvard,Masters
1164,156031,Physics,MIT,PhD
1165,156032,Mechanical Eng,MIT,Bachelors
1166,156033,Other,Other,Bachelors
1167,156034,CS,Other,Bachelors
1168,156035,Other,Harvard,Masters
1169,156038,Other,MIT,Bachelors
1170,156039,Other,Other,Other
1171,156040,Other,Other,Bachelors
1172,156042,Biology,Other,PhD
1173,156044,Other,Harvard,Bachelors
1174,156046,Mechanical Eng,MIT,Masters
1175,156047,Business,Other,Other
1176,156048,Other,Other,Bachelors
1177,156049,Mechanical Eng,Other,Other
1178,156051,Finance,Other,Bachelors
1179,156052,Biology,UConn,PhD
1180,156053,Law,Other,PhD
1181,156054,CS,MIT,Bachelors
1182,156061,Business,Other,MBA
1183,156063,Other,Other,PhD
1184,156064,Other,Other,Masters
1185,156065,Other,Other,Bachelors
1186,156066,Other,Boston College,Bachelors
1187,156067,Biology,Other,Other
1188,156068,Biology,Harvard,Bachelors
1189,156070,Other,Harvard,Masters
1190,156074,Law,Harvard,Masters
1191,156081,Other,Other,Bachelors
1192,156107,Other,Other,Masters
1193,156138,Biology,Other,Masters
1194,156140,CS,Other,Other
1195,156179,Other,MIT,Masters
1196,156270,Other,Other,Other
1197,156271,Finance,Other,Masters
1198,156277,Other,Other,Other
1199,156299,Other,MIT,MBA
1200,156324,Other,Other,Masters
1201,156335,Other,Other,Other
1202,156346,Business,Other,Masters
1203,156362,Other,MIT,Bachelors
1204,156363,CS,Other,Other
1205,156368,Other,Other,Masters
1206,156371,Business,MIT,PhD
1207,156374,Other,Harvard,Bachelors
1208,156378,Electrical Eng,Harvard,Bachelors
1209,156383,Other,Other,PhD
1210,156391,Biology,Other,Bachelors
1211,156397,Biology,MIT,Bachelors
1212,156402,Other,Other,Other
1213,156419,Business,Other,Other
1214,156420,Other,Boston College,Bachelors
1215,156422,Law,Other,Masters
1216,156425,Other,Other,Other
1217,156426,Other,Other,Other
1218,156427,Mechanical Eng,Other,Bachelors
1219,156432,Electrical Eng,Other,Bachelors
1220,156446,Mechanical Eng,Other,Other
1221,156458,Business,MIT,Masters
1222,156496,Biology,Other,Other
1223,156500,Mechanical Eng,MIT,Bachelors
1224,156504,Business,Other,Other
1225,156513,Other,Other,Other
1226,156514,Mechanical Eng,Other,Masters
1227,156516,Other,Harvard,PhD
1228,156517,Other,Other,Other
1229,156519,Biology,MIT,PhD
1230,156522,Biology,Other,Other
1231,156526,Other,Other,Other
1232,156527,Physics,MIT,PhD
1233,156539,Other,Other,Masters
1234,156540,Biology,Other,Other
1235,156541,Other,Other,Other
1236,156542,Other,Other,Bachelors
1237,156544,Business,MIT,PhD
1238,156548,CS,Other,Bachelors
1239,156549,Other,Other,PhD
1240,156551,Other,Boston College,MBA
1241,156553,Law,Other,Bachelors
1242,156555,Business,Other,Other
1243,156556,Business,Other,Masters
1244,156563,Other,Harvard,PhD
1245,156566,Business,Other,Other
1246,156569,Other,Other,Other
1247,156574,Other,MIT,PhD
1248,156575,Other,Other,Other
1249,156586,Biology,Other,Masters
1250,156587,Finance,Other,Other
1251,156591,Other,Dartmouth,PhD
1252,156592,Other,Other,Masters
1253,156593,Other,Other,Other
1254,156594,Finance,Boston College,Masters
1255,156595,Other,UMass Amherst,Masters
1256,156596,Biology,Other,Bachelors
1257,156599,Law,Other,Masters
1258,156604,Business,MIT,PhD
1259,156606,Physics,MIT,Bachelors
1260,156607,Other,MIT,Masters
1261,156608,Biology,Other,PhD
1262,156609,CS,MIT,Bachelors
1263,156611,Mechanical Eng,MIT,Bachelors
1264,156612,Other,MIT,Bachelors
1265,156613,Other,MIT,Bachelors
1266,156617,CS,MIT,Bachelors
1267,156619,Other,Other,Other
1268,156620,Business,MIT,Masters
1269,156621,Other,BU,Bachelors
1270,156623,Finance,Boston College,Masters
1271,156624,CS,MIT,Bachelors
1272,156625,Physics,MIT,Masters
1273,156627,Biology,Other,Other
1274,156628,CS,MIT,Bachelors
1275,156629,Data Science,Harvard,Masters
1276,156630,Industrial Eng,Other,Other
1277,156632,Other,Other,Masters
1278,156634,CS,Other,Bachelors
1279,156647,Finance,Other,Other
1280,156651,Chemistry,MIT,PhD
1281,156716,Other,Other,Other
1282,156736,Business,Other,Masters
1283,156751,Biology,Other,Bachelors
1284,156800,Finance,Other,Other
1285,156803,Other,Harvard,Masters
1286,156812,Other,Tufts,Masters
1287,156835,Aero,Other,Bachelors
1288,156847,Other,Other,Bachelors
1289,156858,Other,Tufts,MBA
1290,156864,Other,Harvard,Masters
1291,156865,Mechanical Eng,Harvard,PhD
1292,156871,CS,Other,Masters
1293,156872,Business,MIT,Masters
1294,156883,Other,BU,Masters
1295,156888,Business,Other,Other
1296,156889,Other,Other,Other
1297,156896,CS,Other,Masters
1298,156897,Other,Other,Other
1299,156898,Other,Boston College,Bachelors
1300,156900,Other,Northeastern,Bachelors
1301,156901,Other,Other,Bachelors
1302,156904,Business,Other,Other
1303,156905,Other,Other,Other
1304,156909,Other,Harvard,Masters
1305,156911,Electrical Eng,Other,Other
1306,156914,CS,Harvard,Bachelors
1307,156915,CS,MIT,Bachelors
1308,156917,Other,Other,Masters
1309,156919,Biology,MIT,PhD
1310,156922,Biology,Other,Masters
1311,156930,Biology,Boston College,PhD
1312,156935,Other,NYU,Masters
1313,156940,Other,Other,Other
1314,156945,Biology,Other,Bachelors
1315,156946,Business,MIT,Masters
1316,156947,Business,Other,Masters
1317,156957,Other,Hult Business,MBA
1318,156962,Other,MIT,MBA
1319,156964,Physics,MIT,PhD
1320,156965,Business,Tufts,Masters
1321,156976,Chemistry,Other,Masters
1322,156977,Physics,MIT,Bachelors
1323,156980,Other,Other,Other
1324,156983,Data Science,BU,Masters
1325,156993,Business,MIT,PhD
1326,156998,Other,MIT,Masters
1327,156999,Other,Boston College,MBA
1328,157000,Biology,Other,PhD
1329,157002,CS,MIT,Bachelors
1330,157016,Other,Other,Other
1331,157024,CS,MIT,Bachelors
1332,157029,Biology,Harvard,PhD
1333,157030,Industrial Eng,Other,Other
1334,157032,Chemistry,Other,PhD
1335,157034,CS,Other,Other
1336,157036,Other,Other,Other
1337,157052,Mechanical Eng,Other,Bachelors
1338,157071,Other,Other,Bachelors
1339,157088,CS,Other,Other
1340,157089,Biology,MIT,PhD
1341,157094,Other,Other,MBA
1342,157095,Business,Other,Other
1343,157096,Other,Other,Other
1344,157104,Other,Other,Bachelors
1345,157105,Mechanical Eng,Other,Masters
1346,157108,Other,MIT,Masters
1347,157114,Business,Other,Other
1348,157115,Other,Harvard,PhD
1349,157117,Finance,Harvard,Bachelors
1350,157120,CS,MIT,PhD
1351,157121,Other,Other,Masters
1352,157124,Business,MIT,Masters
1353,157128,Mechanical Eng,BU,Bachelors
1354,157131,Other,Other,Other
1355,157132,Business,Other,Other
1356,157133,Mechanical Eng,Other,Bachelors
1357,157134,CS,MIT,Bachelors
1358,157137,Other,Other,PhD
1359,157139,Biology,Other,PhD
1360,157142,Physics,Other,Other
1361,157144,CS,Other,Other
1362,157147,Business,Other,Other
1363,157149,Law,Other,Bachelors
1364,157150,Other,Other,Bachelors
1365,157152,CS,MIT,Masters
1366,157153,Biology,Other,Other
1367,157155,Electrical Eng,Other,Masters
1368,157156,Chemistry,Other,Bachelors
1369,157158,Other,Harvard,Masters
1370,157159,CS,MIT,Bachelors
1371,157162,Electrical Eng,Other,PhD
1372,157163,Business,Hult Business,Masters
1373,157164,Marketing,Other,Bachelors
1374,157165,Chemistry,MIT,Masters
1375,157166,CS,Other,Bachelors
1376,157168,Biology,BU,Masters
1377,157170,Business,Other,Other
1378,157172,Physics,Other,PhD
1379,157173,Other,Other,Other
1380,157175,Other,Other,Bachelors
1381,157176,Finance,Boston College,Masters
1382,157177,CS,Other,Other
1383,157179,Other,Other,PhD
1384,157180,Other,Other,Other
1385,157182,Electrical Eng,MIT,PhD
1386,157183,Other,Harvard,Masters
1387,157186,Physics,MIT,Bachelors
1388,157198,Other,Other,Bachelors
1389,157199,Other,BU,Bachelors
1390,157200,Other,Harvard,Masters
1391,157201,CS,Other,Bachelors
1392,157202,Other,MIT,PhD
1393,157203,Chemistry,MIT,Bachelors
1394,157204,Other,Other,Other
1395,157205,Other,BU,Bachelors
1396,157206,Mechanical Eng,MIT,Bachelors
1397,157207,CS,MIT,PhD
1398,157208,Finance,Hult Business,Masters
1399,157209,Other,MIT,Bachelors
1400,157210,Other,Other,Other
1401,157211,Finance,Other,Bachelors
1402,157213,Biology,Other,Bachelors
1403,157220,Biology,Other,Masters
1404,157221,Electrical Eng,Other,Bachelors
1405,157224,CS,MIT,Bachelors
1406,157226,CS,Other,Bachelors
1407,157227,Mechanical Eng,Other,Bachelors
1408,157241,Other,Other,Other
1409,157251,Other,Other,Masters
1410,157256,Business,Other,Masters
1411,157257,Other,Other,Other
1412,157270,CS,Other,Other
1413,157271,Business,Hult Business,Masters
1414,157283,Other,Other,PhD
1415,157285,Other,Northeastern,PhD
1416,157286,Business,Tufts,Masters
1417,157295,Biology,Other,PhD
1418,157319,Physics,Other,Other
1419,157328,CS,Other,Bachelors
1420,157337,CS,Other,Masters
1421,157342,CS,Other,Other
1422,157353,Physics,Other,Bachelors
1423,157358,CS,NYU,Bachelors
1424,157366,CS,Other,Other
1425,157375,Materials,MIT,Bachelors
1426,157377,Other,MIT,PhD
1427,157380,Business,MIT,Masters
1428,157381,Other,Other,Other
1429,157382,Mechanical Eng,Other,Bachelors
1430,157385,Other,Other,Masters
1431,157386,Other,Harvard,Bachelors
1432,157387,Electrical Eng,Other,Masters
1433,157388,Finance,Hult Business,Bachelors
1434,157398,Other,Harvard,Bachelors
1435,157400,Business,MIT,Masters
1436,157401,Biology,Other,PhD
1437,157402,CS,MIT,Masters
1438,157427,Mechanical Eng,MIT,Bachelors
1439,157435,Physics,MIT,Bachelors
1440,157437,CS,Other,Other
1441,157438,Biology,Other,PhD
1442,157444,Finance,Other,Other
1443,157447,Business,Other,Other
1444,157451,Other,Harvard,Masters
1445,157456,Other,Other,Masters
1446,157457,Other,Other,Other
1447,157460,Electrical Eng,UMass Amherst,PhD
1448,157472,Biology,Other,Other
1449,157475,Biology,Other,Other
1450,157476,CS,Other,Other
1451,157495,Other,Other,Other
1452,157496,Other,BU,Bachelors
1453,157498,CS,Other,Masters
1454,157500,Other,NYU,Bachelors
1455,157507,Biology,Northeastern,Masters
1456,157511,Other,Other,Other
1457,157512,CS,Other,Masters
1458,157514,CS,NYU,Bachelors
1459,157519,Biology,Other,PhD
1460,157524,Other,Other,Other
1461,157530,CS,MIT,PhD
1462,157533,CS,MIT,Masters
1463,157537,Other,MIT,Masters
1464,157541,CS,MIT,Bachelors
1465,157542,Other,Other,Other
1466,157545,Business,Other,Other
1467,157547,CS,Other,Masters
1468,157554,Other,Other,PhD
1469,157559,CS,MIT,Bachelors
1470,157562,Other,Other,Masters
1471,157565,CS,Other,Masters
1472,157568,Finance,Other,Other
1473,157572,Business,Other,Other
1474,157580,Biology,Harvard,Bachelors
1475,157582,Other,Other,Other
1476,157583,Business,Other,Masters
1477,157585,Other,Other,PhD
1478,157596,Mechanical Eng,Other,Bachelors
1479,157600,Other,Other,Other
1480,157604,Other,Other,Bachelors
1481,157612,Finance,Other,Masters
1482,157617,Other,Other,Other
1483,157622,Other,Other,Masters
1484,157627,Biology,Other,Bachelors
1485,157640,Other,Other,Other
1486,157642,CS,Other,Bachelors
1487,157653,Other,Other,Other
1488,157655,Business,Hult Business,Masters
1489,157668,Biology,Other,Other
1490,157674,CS,Northeastern,PhD
1491,157693,Business,Other,Masters
1492,157698,Finance,Other,Bachelors
1493,157717,CS,Other,Bachelors
1494,157719,Other,Other,Other
1495,157723,CS,Other,Other
1496,157737,Other,Other,Bachelors
1497,157759,Biology,Other,Bachelors
1498,157808,Other,Other,Other
1499,157950,CS,Other,Other
1500,158014,Other,Other,Other
1501,158041,Other,Other,Masters
1502,158048,Other,Other,Other
1503,158069,Finance,MIT,Masters
1504,158080,Physics,MIT,Bachelors
1505,158082,Mechanical Eng,Other,Other
1506,158092,CS,Other,Bachelors
1507,158126,Other,Other,Other
